id	query	answer
6236b03ee3a8476966a389db3ece2d213e8f5f0f	Why was Martin arrested?	He was arrested for trying to beat Mike unconscious.; Killing Diane
625ee9d399b8fa5b0921bb3263a5547872ca4f77	What does Rachel tell Jesse before she dies?	She loves him.; That she loves him
62c8ba6a463ca2096f45a4baf868b5038667d31f	For what does Danny owe a classmate $20?	Marijuana; weed
634532a39b97cfa3270d6fea7e1502f45f210b50	What is the name of the Canterville Ghost's wife?	Lady Eleanor de Canterville; Lady Eleanor de Canterville
63485ebd4514f71b23d90f8f49515688feed7d63	Who drugged Magda's dog to try to win Mary over?	Healy; Healy
634abf83f11ee4449864e1c391b0456b3fdbdf64	How does Anita gain some of Jennifer's abilities?	Through a non-fatal bite; She was bitten non-fatally
644bc48c61db7d55bee0e9fd7f5cfc83f520a976	What is the 'Tocqueville Effect'?	The fact that social mechanisms are paradoxical.; social frustration increases as social conditions improve
644cd1e142d9e5fcc019a59b9b0118edf526f723	What kind of natural phenomenon signifies that Mary must leave the Banks' employment?	A change in the wind.; The wind changes.
649b0226185fca8a5bbfedb6fa0c2688c271f8be	What makes Marguerite virtuous?	her love for Armand ; Her love for Armand
64ba22441a196287de97a49c54c88dbe85fde986	What is the blood Muffy thought was hers after a razor was pressed against her throat?	Stage blood.; stage blood
64de615fe8d7b550c3f9ce72e55bab8ebac69b2f	How did Orin know Tim behaved in ways that could have prevented him from winning the award?	Orin saw Tim in the pool, drunk with Dean and Joan; He say Tim with Joan at the pool
64e583bde7ea2b98c40e03756a32ce31be036af2	What convinces Dmitri that he has the real Anastasia?	Her recollection of a young boy saving her years before; She vaguely recollects how a boy saved her ten years ago.
651a041fdae2f242a0b254eeb7fe1526fc2e093a	What did Gabriel do when he saw the fire?	He helped to put it out; put it out and got a job
65ba9ee675bf87cff5d76e2a27c0652adb69381b	At what time did the word state come to acquire a modern meaning?	During the Renaissance.; During the Renaissance 
65fdaaca567f74e28159d1c6a7b6cfeec34316ff	How does inspector Villier die?	David bites his head off; David bites off his head.
66b2162649e752116e5f975088df9d7ee7f8401a	What happened at midnight?	A figure in a dark, blood stained robe appeared.; A mysterious masked man appeared.
67161aa1a00a7151b4b0d43229d177363f8c5568	How does Rodolphe end his relationship with Emma?	with a letter in a basket of apricots ; by writing a letter
677cda46d079c6df650914eda8d9da1dcda8bf8d	Who kidnaps Ted?	Donny; Donny
67ca24897196449395daa9886c7fbaceab55c964	To what US city did Jake Lamotta retire after losing his title?	Miami, Florida; Miami
680f6eb1643e7424ed8735e35af705142a6b0b62	What did the king do upon reckognizing his error?	Restored Gudmund's property and standing; He restored all of Gudmund's property and standing.
681b019e94056cbe4f7a13c8323eae0a65ebdbec	What are the requirements for Ed's projects?	That they are a certain length of time long; They star Tony and end with an explosion
683105161212ee6e3f95eb2857623ad77b088af9	What reason does Anna give to Mark for not wanting to marry him?	She thinks Mark is unattractive and worries about having ugly children with him.; He's not handsome or wealthy
68a8a7bb82a491c2d72bf52741652408bd18d645	Who asked Falco to come to Hunsecker's penthouse?	Susan; Susan
68e4c21a5ff3a6ffb04ccdb9831d549b7ebfc90e	What does Sybil Lee tell John Carrington that he should do when she and Madeleine Lee return from their tour abroad?	He should try again to win Madeleine Lee's heart.; That he should try to win over her sisters heart after they return from their tour.
68ee401e0c66832834f605b625d5062b06a59515	Who is the DNA donor that had samples stolen by Vincent?	Jerome Eugene Morrow; Jerome 
69099d7d543fad22f61d8acf97c681c9c86cac0e	Where do the shadow creatures take Willie's soul?	To hell.; They take him to hell.
690d125ac5be2294cfb3af1cc95cfb5b3faa1366	What animal does Crusoe and Friday fight while crossing the Pyrenees?	Wolves; Wolves.
692d7e93fd4714b12853d76b453e4bfeef8c3ac6	Where does Clara end up at the end?	She lives on the east cost.; on the east coast
6963fca5fa63778623b93b656f9da7389aad065c	Who knows that Hedda's gun was used by Eilert?	Brack; Judge Brack
698b8ef8efd1e1191c0c188f1767e1e2e7e5a12c	Why do Julia and Grace fight?	Grace left with the doctor.; Both are wanting to marry Charteris
6a14d1ba1aa1a6719840cb98a8feb6a711291aa4	Why did they fly to back to Yellowstone to see Charlie? 	To retrieve a map of the ark's locations; To get a map from him.
6a2f59a81c3730b5e1d5f685bac8bbbe547b7b3b	Who does Mary purposefully drop? 	Abdul; 3-day old Abdul
6a659de3aa344680261aaf152a26bf7a20fe22f2	Where is the home of the Queen?	near the ruins of the lost city of K么r.; Near the ruins of Kor
6abac1fedb1c7b40432fe9c412ae973b6020e1d7	Who is the Secret Service Agent?	Zoil; Zoil.
6b63890ba5900ef88f6a04c5da1b522bb618a9c8	Who is Darnley?	Mary Stewart's deceased husband; The deceased husband of Mary Stuart
6b802a81a62df7b9bf1ce142f1766397c3ed9ef9	When was Sebastian given the Spanish crown?	as the king was dying; When the dying king passed on his crown to him. 
6b881cac500f954036851b4545272674389b0e82	Besides his autobiography, what else did he write?	The last four were commentary.; City of God.
6b94891a91a8eeb5618a0575d341338cf0d9a82f	What does Equality dream of becoming?	a scholar; a Scholar
6bb78f3d321f2a5b63edf9ffcfb4900f73ecd4dc	How does Anna feel after her and Vronsky returns to Russia?	Anxious, paranoid, possessive; Isolated and anxious.
6bd5faba6a0bd427374f7e20d3044fbf09b5d1a8	What school does Peter attend after the war?	Prince of Wales School in Johannesburg.; Prince of Wales School.
6bdca41d52b739bac71883b99a5a49c9c4afb05a	To what class does Em actually belong?	the gentry.; Gentry.
6c033097710f60b44ba7176305e5fb046949457e	How was Sixpack originally infected?	He drank the vodka that was tainted with the mutagen he found in the safe.; By drinking vodka that had mutagens mixed in it.
6c2c91cc1e5aa0a597e6c5c0d7029e8672c0f60d	What airport does Kirk and his friends work at ?	Pittsburgh International Airport.; Pittsburgh International Airport. 
6cce85cdf00f2e164a8c9fcd71467d9c46559c20	What is the relationship between Rose and Norah?	They are sisters.; They are sisters
6d925e92824fabd7513cd864687c29d6ee3e5c2d	Who does Lucas fall in love with?	Eva; Eva
6deb1d33098457dbbf6c8b9fc39ae9f2ac601bbf	What model plane did Amelia Earhart use in her attempt to fly around the world?	Lockheed Model 10 Electra; A Lockheed Model 10 Electra.
6e0473730d1d65dc684496b943863033e13093c4	What would a real music academy due?	Encourage development of home-grown musicians rather than foreigners.; Prevent the expensive importation of foreign musician. 
6e3b7afa7408ab6c6f63b29841f1ed5139311571	WHO HELPS DISGUISE GIGLIO?	FAIRY BLACKSTICK; The Fairy Blackstick
6e874dfa46caaab71db3b7cc1465b2539f088ab9	How many mistresses did Kirsty kill?	Three.; Three
6eb460087931ce9ad6655881727d059cc5505e47	Name two other people on Team X when Victor and James are invited to join?	Any two:  Agent Zero, Wade Wilson, John Wraith, Fred Dukes, Chris Bradley; John Wraith and Fred Dukes
6ef2fced6f4193143bff41e88a4e5fa71381f923	What does Tom initially use to try and free Karen from the handcuffs?	A saw.; a saw
6efa980c01750f558d5b5596b67c901a477385af	What city is Hector living in in his 5th incarnation?	New York; New York
6f1e8b48580a3f57556ea3fcb129bb0024cf1567	Which two people win the election?	Sir Thomas and his fellow Conservative; Sir Thomas and the incumbent Conservative 
6f3ad450626da555b1420ec128ed1c4fbab64ac8	Who does Agnes marry? 	Mr. Weston; Mr. Weston
6fc88efa5357b958b072332a14efd3e33cf4e4c0	Why did Dionysus go to Hades?	He was going to bring Euripides back from the dead.; to bring Euripides back from the dead
6fe349aaec027415d3cf64f2e667ea425908f004	"Why was Jude's son nicknamed ""Little Father Time""?"	Because he was a very serious and morose child.; his seriousness and moroseness
6ffb5d981d101fbbd43d97bc45720388570f2c61	What does Marlon discover in Truman's basement?	A hole that Truman used to escape into the town of Seahaven, without the cameras capturing his movements.; The tunnel he escaped from.
7031a0234b0276ee29ed4b024419f7c01d4bf5b6	Who is the white defendant that distric attorney Weiss chooses to implicate?	Sherman McCoy; sherman
705cd4cf056d9de5d5f22a6ec5cacef1ea41c2d6	What is Mike Peter's occupation?	He is a struggling actor.; actor
706d21321f927fefba090bf9af88835ac99035b0	Who was the bride at the wedding?	Hero; Hero.
70794150f324949ca49f182db0d3f8d69d0c779e	Who shoots Bridger?	Samir; Samir
70b3f55e376d461b1cb7dc5005c02091478e2e44	Which of Will's friends lambast him for leaving Anna?	Spike; Spike.
7106fc99070090d24c52168a4d1e0727b296fa20	Who was Ploni Almoni?	A closer relative to Ruth's husband than Boaz, therefore he was given first choice to take her or not.; A close male relative of Ruth and Naomi. 
7162d653cc3ccecd569009c27b38dac1da6499ee	Who is the most wealthy man at the Church?	Eldon Parr; Eldon Parr
71ce19cf034c830c1e2d8b98682ca1d53ead1067	Why did Ash choke Ripley?	She discovered he ordered the ship to return the alien.; She confronted him about his treachery
728fb0c9da98fa7853adac4934987df261d51041	How does Corso confirm his theory about the engravings?	"The Baroness's book has 3 different engravings; He find's ""LCF"" on three different engravings in the baroness's book."
72e585c04d8375bf66b301a68fd88e9e6117f7d9	Who is Dr. Helen Hudson?	a serial killer expert; expert on serial killers
73406ddf9465f3f6afe43db7c8610c77a4b99ff4	Who is Derek's mother dating?	Mr. Murray; Mr. Murray.
734b9fb0720e2ae157c8a35a7d8f5e9878a56862	What year is it?	1799; 1799
738d49798508ebd054495ad3d38276ff8bfda0ff	What does Blinkie turn Cap'n Bill into?	A grasshopper.; A grasshopper
739ac60705adb8084f1656b8bdb29e58e41f4966	What does Miguel build in his new house for his mother?	A bigger kitchen.; A bigger kitchen
73b6aaeec0101850010a7cc4b6d2bf4b23bf18b1	Why does Ash have to remove his severed hand?	It became possessed.; Because it is possessed with demons.
73c7be237bdfb805034477c22066367b6ce7ddb3	How is Mr. Skaggs able to get onto the Oakley residence?	Mr. Skaggs lies about having a letter from Francis Oakley.; Skaggs pretends to have a letter from Francis
7415641a4aa3cc0b71657573197bfc9d48694e03	What form of transportation did Max use to escape?	An Bus; A bus 
749b04e9948c4e9c0c1d7410574aa141efeb7230	Who is responsible for Rennie's fear of water?	Her uncle.; McCulloch
74abab28263aed45e0602bcd004eed11971ad0b7	What was the waitresses name at the local coffee shop?	Leigh; Leigh
74d4f6c566f7f50300fb3b6eeb28fcf0f1148157	Who is Oakland playing when they attempt their 20th consecutive win?	Kansas City Royals; Kansas City Royals
7509505e9ad6632c32e3f831f2d1026aeb6a6f77	How is Devushkin able to pay off his debt and have extra money?	Devushkin's boss feels sorry for him and give him 100 rubles just because. ; His boss gave him 100 rubles
75871827f179df4ea960b4d93054d165cc042895	How did Lord Loam and his group end up on the island?	They shipwrecked. ; They were shipwrecked.
759acf6f6cdbe61db831a1c7c2771d18bd5f68d3	Why were both Bulmer and Tyrrel known by Mrs. Dods prior to the beginning of this story?	They had previously stayed at Cleikum Inn while they were students at Edinburgh.; They had stayed at her Inn before
75ff8bb86422bbcd3a2d0437fa6c239369ec498f	What fictional county is Hiram's Hospital set in?	The county of Barsetshire.; Barsetshire
762a9ff01da2e8fd7382f8b52b1dd86d98a1b07f	How many days was Anodos gone in Fairy Land?	21 days; 21 days
76704480af32a57c3b72444e2fbe5cf855df37e8	Where is the skeptic philosopher from?	Scotland.; Scottland
76783b0515e8ebb6a307c36483b8db10fac77aa9	How long should it be before a senator be voted in again?	Three years.; 3 years
768366d935c37e96f191f524f69c047a48a1b35c	Where does the narrator go with Miss Hurter, and while there, points out Paraday?	The opera; The opera.
76971e76743f5a4defedb9ef516560a323fc2eac	After capturing all the 13 monsters, what does General Aguila do? 	He questions Yaotl's actions. ; Questions Yaotl's actions.
76a96d28a69c3aa9941e9b0496b5e8098ed712ce	Why does mud work as camouflage while battling the alien?	The Mud cools the skin and blocks the body's heat signature from the alien's thermal sensor.; The alien can't detect his thermal heat.
778b1dc6fca050bfeb111f3e718d6fecce4bded4	What is the conflict at the beginning of part II?	A Russian plot to invade India along a little-known path; Russians invading India
77e055181c15321c82ef247dc7f421a30433456f	What does Rory pose as in order to attract wealthy women?	a nobleman; A nobleman
77ff5a0eaa9923661d7f27d9a1be40beb64807bc	What is Cathy's job?	staff script reader; script-reader
7805e001c28ab9aa85f51b3244a9f57fe972f5a9	What is inside the bag that the queen gives Umbriel?	Sighs, sobs, passions and the war of tongues. ; sad, mournful feelings
7814d62ece4774fbcb2efb2fd7a2e33043e36cff	How do the Zan learn how to show affection to the animals?	Walter demonstrates for them; Walter shows them how to pet the animals
78e0e28b686c7157d598082bfaa8aaaab821b78b	What does Joey plan to do with Bianca on prom night?	Have sex.; have sex
78ee76ea661bf5bc910ea56dcf0307b03f26a5f2	What is used to disfigure Clara's face?	Acid; An acid.
790e4567fa3788b2a778212e7321b3a1e1cbbe57	What does the mother of Coriolanus encourage him to do?	She encourages him to run for the Roman Senate.; run for consul
79edfd3070a3b6ccf02a7cbf95254ba9fc95c649	Where was Nil's family when he caught the tomte?	at church; At church. 
7a62a3ec3bf145c16d244dc44648220d13c05e50	How come people stopped supporting Lantenac? 	most of his followers gave up after British troops didn't join them ; They had no back up.
7aa7b07e8f87871690bf6f194d17adb9c6384ad4	How does Evanthe die?	She kills herself by drinking a vial of poison. ; drinking poison
7abce7387dae92c0d09c03d26bf6407237a8c7c6	Who does Dean tell Reynolds has the video of the murder?	Pintero; Pinetro
7af13ef84d5f06eaef3272bc0c266b1fd5589b7e	When was the Doctrine of Right completed by Kant?	1797; 1785
7b25d55061c75827cd78d7b9d8920708bcdcc092	How many yachtsmen find Adam More's manuscript?	Four; 4
7b537f9ad858afd3167828f7cf2d5ea47aa68c92	Who does Dr. Breen decide to marry?	Mr. Libby.; Mr Libby
7b85063db83a2ba9cba23510c61d769626b604a3	What was Barris' father? 	A serial killer; serial killer
7b9b04e9c556bc763061be386919eb2dbb1af69f	What is Ed Saxon's occupation?	He is a college professor; He is a college professor.
7b9b18e81ab7531fe809072294221b281102f213	Why does Moco taunt the Mariachi?	Moco taunts him because he shot his left hand which is needed to play the guitar. ; He is enraged that Domino loved the Mariachi
7c531dc41880b96b8acfaf66a39a85b91d68b636	Why does Lucy escape from her foster home in the middle of the night?	Lucy escapes from her foster home to go meet Sam.; To go to Sam's apartment
7c7aac6ea7b743af1d50a24a6adc38e248e6956c	Where does Desmond go to cure his addiction?	Spain; Spain
7cce97e00d2de0f9c3a19e5ac5c05f6449a77642	How does Ben kill Anna? 	He ignites a gas line causing an explosion; igniting a gas line and causing an explosion
7d02c2427d7af9d0e8ce6267d38a6613987c2a2a	What does Steve coat Bishop's wine glass with?	Brucine; a colorless and deadly alkaloid 
7d47230b4497695daed8e532fdf42dff38131e91	"Who is considered the ""stranger"" of the crew?"	The ship's young captain; The narrator 
7e2bef0b43cf243f513853e82e482d695801e42b	Who joins Mr. Damon, Tom and Mr. Titus on their journey?	Professor Bumper; Swyington Bumper
7ef394b11230baf81f61e790839fa993c6ea1f72	Where do Curtis and Dewart get into a physical altercation?	At the Lions Club dinner.; Lions Club community gathering
7f1342389643da8afa5cdd6a7b512546e6f4b4c2	What was the remaining hijacker suspected of formerly being?	A transit employee.; transit employee
7f15a08cde92f095f5abfe937b07769c1eee28fe	Who works as a parlor maid for the Admiral?	Magdalen.; Magdalen
7f94b72019ec44ea140e8ef4d40b1dcaa998b547	What has Lucie lost?	Three pocket handkerchiefs and a pinafore.; Her pinafore and three of her pocket handkerchiefs. 
7fc9e3ebe3d72f9d10a838c9b60ff8f6072a274f	By what name are the natives of the moon referred?	Selenites; Selenites
7fe863c608ba55d0443da0e1e6d5f92f1ece764e	How does Dixon get out of jail for murder?	Elinor tells Ralph the truth about what happened to Mr. Dunster; He gets pardoned by Ralph.
7ff1108c5bf35a718b6e8a25704eec6ff979a919	Where does Ross find Ashe?	In the company the Foanna.; with Foanna
8004891a07495f31f0a336429a5c8a05b452656b	What army is destroyed in the battle?	Turanian.; The Black Seers
808f984fae3980115cdbe74d4fdb43f7912418fa	What is Dr. Dolittle's job at the beginning of the story?	He is a physician; A physician.
80f03a1fcfa33d7dbbe32a6252022e9da17847b9	Why did Juliet and Pauline plan to run away?	Because Juliet was going to be sent to live in South Africa.; They did not want to be separated.
81a429c6a243cd5a92f5c6b8899190dc29d1bd00	Who revives Lily, after Darkness knocks her out?	Jack.; Jack
81b98218c1a885f36dc98cbfc95bb3774a77eed1	What does Offitt plan?	a General strike; To murder Farnham and let Sleeny take the blame
81d2ece8e55ac0a2799aa87a43117f01bbd7506d	What is Mozart's job?	He is a composer; Music composer
81e6f3041809c7dae5dc12e09201477945ae9077	What do they use as a parachute when the mountain explodes?	a tapestry; A rug-like cloth
821b9a891aac7ceb29a0054e9e6d3eb7d2234af6	Who must Ellida choose between?	The Sailor and her husband.; Dr. Wangel or the sailor
823a8b6bbbb0bbeec9c4bec1929b64a3694232d7	Who shoots Gondorff?	Polk.; Polk
824064fb9cee19809e9965768967fb741ea535ee	Who is Lady Lufton in relation to Mark Robart?	Lady Lufton is the mother of Mark Robart's childhood friend.; Mother of his childhood friend
828c99d509e808fedfb0675781a5d137c4dfe0b7	Who is Lisa Calighan?	A coworker who agrees to help Hoffman but is really a double agent.; Friend and co-worker
83351acb498ae98e3b652dcbcdc3a615e83e2f63	Who is Orlando's brother?	Oliver; Oliver
836e27b998d06b3404f328a7c3088a253c0cad9b	What information does Rick reveal to Steven about Chip's employment?	That Chip has actually been fired for stalking customers and using fake names; He was fired from the cable company
8372fe819d756bbdf0118d6efc16508603d41399	Who does Ethan vacation with in Sydney? 	Nyah; Nyah
839d9397b6bd793cb316ae1e82bb353e2b8feb5f	Who holds Edmee captive?	"Bernards family, ie the gang; Bernard's ""family"". "
83a1fd492021ceb110451d65888072daf64a5d4f	What is the name of the newspaper that is key to the story?	The Washington Post; Washington Post
84248647b95fced93f041f931426523b7d25d226	Where does the pipe come from that Alex uses to impale Roberts?	The ceiling.; from the ceiling
84327ef84b778b11993de1d2e3f6fb04eeb09fff	What holy weapon has Mammon apprehended?	The Spear of Destiny.; spear
84732f85b51dfbfed6c40f2bc1e35e1697eade8e	Who is the pilot for the ship?	Major Donald West.; U.S. Space Corps Major Donald West
84cee84a08b01974cf25a3fee950be4c9ec2de66	Who has stolen the magical defenses?	Ugu; Ugu
854dd2f347a89b5653a9e8372541af6fc3590254	Why does Jeannie get arrested?	For falsely reporting a breakin; False reporting.
8554fa252eac2c69e447c0b19b34a25bc81faffc	Why did Dean and Cindy argue on the way to the hotel?	Cindy tells Dean about seeing Bobby; Because Cindy saw Bobby.
85591366e6f0ab31815c40d55e1d4d5182d20ec5	With whom does Kane begin an extramarital affair?	Susan Alexander.; Susan Alexander
85785803e7a805be4ea0926ed22b72a418e46679	Where is the temporary operating base located?	In the Mojave desert; Santa Monica Airport
857de08da00f6167a805ff6275df43e68ce36a57	Who does Potter attempt to free from prison?  	Ethan Allen; Ethan Allen
85db9d0aeaffe48508d423775f6386c308b029c8	Where does Mary need to go to speak with King Philip?	Wachuset.; Wachuset.
86124527eecec5f80742149412e04a52909228e7	How long do Nicolette and Aucassin stay in Torelore?	Three years; They remain in Torelore for a total of three years.
87555ec174cc76683e18cd391876d49d6ef1c2c2	What does the Mayor plead to Khlestakov?	to not have the Mayor arrested; Not to arrest him for his crimes
87c046f7ad020a2da8302de2d39c918d5c3d46d6	Who does Manhattan kill upon that person's request?	Rorschach; Rorschach
880749f0e922a0d9c01fc048ba4e6e943d94b765	Who is one of Coombe's few true confidants?	a dowager Duchess; the Duchess
881864af5141f858b87a317c0858e4c10406788a	What was Black Hat before he led the vampires?	A priest; A Priest.
88cce939b62c833842ccfc1e0fa7534288626c86	Why wasn't Alice's father at work the night Elizabeth died?	he had a hangover; Because he was recovering from a hangover.
88d575bc51b0fc2070db74f10d013f228120cae4	What is Kivrin wearing when she is rescued?	a boy's jerkin; A boy's jerkin. 
88d8bd90a849185e7a783e1934cedbe938859c85	Why did Ann Veronica have to do business with Mr. Ramage?	She needed to borrow money after not being able to find work.; Because she could not find suitable employment and needed money.
8918f091ecb40e20e1597a4bb549cd925ba410a3	Who does Jenkins fall in love with at London?	Humphry Clinker ; Humprey clinker
8928a603a3c6d154ea4547060805a966ce0f4d60	How does Frank seduce Janet?	By pretending to be Brad.; By posing as Brad
89310fab440108c81d027f0407ad1a8ed20f9c24	What is the name of Marcelo's daughter?	Chichi.; Chichi
897c6dbe8ac017f03e773168f3172bca343731a2	Who gets shot as an intruder in Big Sur?	Stacy; Stacy.
8a7e6494d5895a4be094720ec4897e9b24abe222	"What is another name for the religious group the ""Cult""?"	The Apostles of Flame.; apostles of the flame
8ac0b889ea488a2592e625b5a6f82e02c7bfec04	What is the outcome of Des Grieux's duel?	Des Grieux knocks out his opponent; Des Grieux knocked the nephew unconscious.
8af7ba092dd8ec512f2fc5d764178af1bf282412	Why does the King return the amulet to Galen?	To save Princess Elspeth.; To assist Galen in saving Elspeth
8afdb338362e2cf594bb0cdf1f3aef8a982832ed	How does Verger plan to kill Lecter?	He plans to feed him alive to a herd of specially bred wild boars.; Feeding him to boars
8b0d665484069bc3a2fee227f7c1899c4b90dcde	Where does all prambulators lead to?	Kensington garden; Kensington Gardens
8b1ac9ad821c24ab658e4977aa169ff195f4967f	Which Hurricane wipes out Forrest's shrimping competition?	Hurricane Carmen; Hurricane carmen
8b68fcbf0b9d48dcdbf55abfec3a09c3caa16a1b	What are the names of Henry and Althesa's daughters?	Jane and Ellen; Jane and Ellen
8b6f5b48584406378734c720276da32e9d93adeb	WHAT CITY DID STEPHEN PROPOSE HE AND MAGGIE ELOPE TO? 	MUDPORT; Mudport
8b9bb18676d9e322b4348f46fbf856107a645db3	How is Cleopatra delivered to Caesar? 	"In a packet; Enclosed in a ""packet"""
8b9c0ef55cb49aa239ade1a2e6137a20e7f984ac	Who gave Mike and his friends t-shirts for their cycling team?	Ray and Evelyn; Dave's parents
8b9c34999d5fc374b25721481ead2767aee00c76	What does Rob do with the demon's gifts?	He declines them.; he rejects them
8b9da16420edd653ae5e0e2925dd3cade3a21ebc	What is Renton deciding to quit?	Heroin Addiction; Heroin.
8c363b08c0232e49fcf1e41b00a1719e2fa0d157	Who does felix recommend that Clifford should pursue?	Eugenia; Eugenia
8c816ec2decd0509db731ef45a9cdfa7abca0d42	Where are the residents of Bathtub taken? 	To an emergency shelter. ; emergency shelter
8c9ff15b915f06f83304c45f9d84c102700ef8fb	Who stabbed the cashier?	Kim; Kim.
8cea29a5fd9e324e9ff07ab2e4a1521d591cb318	Why does Manray refuse to wear blackface?	He realizes he's being exploited.; He realizes he's being exploited . 
8dd563841466eb92bcc6d3fdc8af773fd7e1e5cf	Why did the sea on the comet finally freeze over?	A stone was tossed into it; A stone was thrown in it.
8dddfb1c4aa33c5821670ba20549ec02aba73056	How does Ichabod Crane thwart Lady van Tassel's plan?	He throws the skull to the headless  horseman thus breaking the spell.; He throws the Horseman's skull to him
8de681acfa794beb0385e9cee4bf2fa51b9ea32c	Who does Rollin Page love?	Rachel Winslow.; Rachel Winslow
8dfa6c6983acd9e753b189a517a5996abdbbc8a8	Why didn't Tom and his father compete in the government prize?	They are going to go look for the treasure aboard the sunken ship, Bolero.; to pursue another treasure
8e685836dcef55b25fe2e6622076dbe53844b161	What forced Sybella's parents into poverty?	Her father's drinking.; drought bad business 
8e7b746417b36f5563edc711c6beafb761158c2a	How does the FBI get Sobel to cooperate to wearing a wire?	They play a doctored tape in which Vitti threatens his life. ; they play an altered tape for him that makes it sound as though Vitti is planning to kill Sobel
8e7d209dd54a50345632ec639627a23be362a95c	How does Hedy kill Sam?	She stabs him in the eye with a stiletto heel. ; Gouges his eye with her shoe.
8efe7830fb894d0dc87cb56b37cd4ec44a7ec672	Where did John, Sarah and McDermott escape?	Deserted Island.; Zombie corral
8f0f61996b30a8a3963719b2067473d77b1cb08f	What does Werther read to Charlotte when he visits her for the last time?	He read her a passag of Ossian.; A passage from Ossian.
9001b135170722af260d09feca9be9d5e293aeef	Who makes a living as a peddler?	Ricks Wilson; Sandy and Ricks
902585a8b22580b312f1ac76591192adf4e79e03	What is the name of the night watchman who helped Benny and Nelly runaway?	Joe Wrag; Joe Wrang
90877c0799516d3386e0290d36a115b0b8ebb631	What religion was Phillip's family?	Jehovah Witnesses.; Jehovah's Witness
90ddbb361704842f9ab1d183a7668220f39056cb	Where does BB sell aluminum siding?	Baltimore, Maryland; BB sells aluminum siding in Baltimore Maryland.
90dfa4ccac8047bf5b7e06a9fb1178ccf8482968	How does the Ice Maiden kill Rudy?	She kisses him and he drowns. ; She kisses him and he drowns.
91075ab5383e8113d86b17536c6918bfbbd6af20	Where did the spirits drag Hugh Cain?	To hell; Hell
91293cd81f021de45cffd363ef81dd95d2c122a3	When Thing observes Morticia being tortured, how does he communicate it to Gomez?	Morse Code.; With Morse Code
91cfe3c34cea7e7347e66827db198d1e67d73895	What is a cacique?	a leader or important person; a leader or important person
91d017e6c94cd38fe5fcd3b92297dbeca97a0112	What happens after the battle at Tir Asleen castle?	Elora is captured by Kael and brought back to Nockmaar.; Willow returns home a hero.
92134f0c9dc82e7b2cc9afd5896ae8dc7d6d088e	How many children does Lady Thatcher have?	She has 2 children.; Zero.
922275a51723aed2075982860a49f986fee2a2e5	What rank was Barbara?	Major; Major
9225235e797e38d6177ba6e3a9ed63d06168bee2	What did Hendricks discover about Klaus remains ?	That he was an IV-IV robot; that it was not a ll-v but a lv-lv
92e3d1558dc50b861ca5d07bfef2f030b4e785e7	What does Longmore suspect of Madam de Mauves after beginning their friendship?	She harbors a deep sadness.; That she is secretly very sad.
93116caf60209c52bca7cd0b51ccc366eb90f6c6	What event implied that there was some sort of magic in bringing Sam and Annie together?	Sam and Annie held hands into the elevator.; Sam offers his hand to Annie.
934fbd3acf4433a952b49cfc004dd2b363b57faf	How does the story end?	Pip takes Estella's hand and leaves Satis house. ; Pip forgives Estella
9389f614fcf481375c892e8ecb80a4be26862fc0	How long is Mason Storm in a coma?	Seven years.; Seven years
93db5f57e96d7f15f55d9ef9e4bff6022dd2bef9	On what premise to Jack and his wife flee to the West Indies?	They fake illness; They were worried for their safety after Jacobite rebels were transported to Virginia.
9413909e8862daf780c61ad8dad02130527b7684	Who asked Meyers to meet after the Miami University debate?	Tom Duffy; Duffy. 
9413d249d9cd5b8d5c6093eab81fd255d0642ba7	Who had an affair with Brian?	Sammy; Sammy
948e7d8b12010b0eceeadc338a4554e1ba9d9b44	Who does the voice of God appear to saying she is the last relative of Jesus?	Bethany Sloane; Bethany
949f179ab9de0a9bbb52fce8fecf52bf67caaccd	Who is the gangster that has Shelly's back?	Nicky Fingers; Nicky Fingers
94be0f70671c74fb1eb95f92eeb78601828f3fe8	Who has custody of Paul?	Undine, but he lives with Ralph.; Undine, but Paul lives with Ralph
94f1c8eb8ce7f271eb52c6ae9071ae1b56dabfcb	In what year did Billy's girlfriend come to see him?	1975; 1975
95315365bf6b07073562333fa15403f68e040e70	What was the name of Captain Aubrey's ship?	Surprise; HMS Surprise
953a454c146650e09d27fdb4dbe3cfdc6a9ca697	What does the confessed killer turn out to be?	Compulsive liar; A compulsive liar.
9561a72a7b909a62c43b5ff74e26103f7a03c4bc	Why is the Nome King, Roquat, plan on conquering Oz?	The king wants to recover his magic belt.; To recover his magic belt. 
95714d841d8b02f51dc012464416863a48c7efff	What were the travellers fed in the dungeon?	Bread and water.; The best bread and water.
960df5ab918e52e7db2f5cf7ca49799326c51d09	Why does Mrs. Hackee refuse to enter the tree?	Her husband bites.; Her husband bites.
964b0f4d342647ea243f1e1156c2e691ff34e6e4	Who is Alwynne's secret admirer?	Roger.; Roger Lumsden
96546ceb80de8303f5057f1f2f4cb9fa5d0a2b20	Why did Dorothy leave her aunt's house?	they argued over Dorothy's engagement; Dorothy had a argument with her aunt about her relationship with  Brooke
96809d5bae3dc7d250e0d0eb811119c33f511824	Who does Peter Blood plan on marrying?	Arabella Bishop; Arabella
96e430253b33b3e2890563039881d796ec93dd93	Why did the Del fuegos listen to Damien Blade?	Blade founded the bike group.; He's the founder, and Jack's father
